,0
0,0.44321998953819275
1,0.43298500776290894
2,0.44676199555397034
3,0.44085800647735596
4,0.4491240084171295
5,0.45069798827171326
6,0.4388900101184845
7,0.4251140058040619
8,0.42314499616622925
9,0.44085800647735596
10,0.4349539875984192
11,0.43298500776290894
12,0.43298500776290894
13,0.4349539875984192
14,0.44085800647735596
15,0.43692201375961304
16,0.4361349940299988
17,0.4384959936141968
18,0.43810299038887024
19,0.42609700560569763
20,0.41330400109291077
21,0.40543198585510254
22,0.4113369882106781
23,0.40543198585510254
24,0.3896870017051697
25,0.37394198775291443
26,0.37394198775291443
27,0.3725639879703522
28,0.3652830123901367
29,0.3615429997444153
30,0.3635120093822479
31,0.3562290072441101
32,0.3522930145263672
33,0.34442099928855896
34,0.3345789909362793
35,0.3463880121707916
36,0.3483560085296631
37,0.3424519896507263
38,0.34048399329185486
39,0.3483560085296631
40,0.33812201023101807
41,0.3420589864253998
42,0.3208029866218567
43,0.3424519896507263
44,0.34048399329185486
45,0.3385159969329834
46,0.332612007856369
47,0.33064401149749756
48,0.3385159969329834
49,0.3483560085296631
50,0.3463880121707916
51,0.3517029881477356
52,0.332612007856369
53,0.3391070067882538
54,0.3385159969329834
55,0.37394198775291443
56,0.37984699010849
57,0.38575100898742676
58,0.37197399139404297
59,0.3700059950351715
60,0.36213400959968567
61,0.36213400959968567
62,0.36410099267959595
63,0.369022011756897
64,0.37158000469207764
65,0.36213400959968567
66,0.36803799867630005
67,0.36449500918388367
68,0.3477660119533539
69,0.3576059937477112
70,0.37591099739074707
71,0.3723669946193695
72,0.37197399139404297
73,0.36410099267959595
74,0.3700059950351715
75,0.3684310019016266
76,0.3684310019016266
77,0.37099000811576843
78,0.3328079879283905
79,0.34048399329185486
80,0.3070259988307953
81,0.2932490110397339
82,0.29521799087524414
83,0.2932490110397339
84,0.2912810146808624
85,0.31293100118637085
86,0.324739009141922
87,0.324739009141922
88,0.324739009141922
89,0.2908869981765747
90,0.2755360007286072
91,0.2623499929904938
92,0.2617590129375458
93,0.2617590129375458
94,0.25979098677635193
95,0.2489670068025589
96,0.26884499192237854
97,0.2723880112171173
98,0.2609719932079315
99,0.27219098806381226
100,0.26018500328063965
101,0.25624799728393555
102,0.2420780062675476
103,0.24404600262641907
104,0.2420780062675476
105,0.24010999500751495
106,0.2519190013408661
107,0.24995000660419464
108,0.247981995344162
109,0.24995000660419464
110,0.2420780062675476
111,0.24542400240898132
112,0.24857300519943237
113,0.24601499736309052
114,0.2381419986486435
115,0.25782299041748047
116,0.2534930109977722
117,0.25428101420402527
118,0.2511320114135742
119,0.2621529996395111
120,0.2696320116519928
121,0.26372799277305603
122,0.26372799277305603
123,0.2668769955635071
124,0.26766300201416016
125,0.27632400393486023
126,0.26766300201416016
127,0.255854994058609
128,0.25388699769973755
129,0.24995000660419464
130,0.25388699769973755
131,0.247981995344162
132,0.24995000660419464
133,0.247981995344162
134,0.25388699769973755
135,0.25270599126815796
136,0.2519190013408661
137,0.2617590129375458
138,0.28301501274108887
139,0.2765200138092041
140,0.27160000801086426
141,0.25329598784446716
142,0.25624799728393555
143,0.2511320114135742
144,0.24995000660419464
145,0.2477860003709793
146,0.23538699746131897
147,0.23341800272464752
148,0.23322199285030365
149,0.2483759969472885
150,0.2420780062675476
151,0.247981995344162
152,0.25782299041748047
153,0.255854994058609
154,0.247981995344162
155,0.247981995344162
156,0.24995000660419464
157,0.247981995344162
158,0.24995000660419464
159,0.2489670068025589
160,0.2381419986486435
161,0.228302001953125
162,0.23026899993419647
163,0.22239699959754944
164,0.2381419986486435
165,0.23223799467086792
166,0.24601499736309052
167,0.2523120045661926
168,0.24601499736309052
169,0.24404600262641907
170,0.23420600593090057
171,0.24404600262641907
172,0.2381419986486435
173,0.23223799467086792
174,0.19484299421310425
175,0.21649299561977386
176,0.1928749978542328
177,0.19484299421310425
178,0.18893900513648987
179,0.18697099387645721
180,0.1968120038509369
181,0.18500299751758575
182,0.1928749978542328
183,0.19011999666690826
184,0.1875620037317276
185,0.17712999880313873
186,0.19090700149536133
187,0.19405700266361237
188,0.1968120038509369
189,0.20232200622558594
190,0.19878000020980835
191,0.1928749978542328
192,0.1731940060853958
193,0.16138599812984467
194,0.16020500659942627
195,0.15921999514102936
196,0.17142300307750702
197,0.17712999880313873
198,0.17712999880313873
199,0.15351299941539764
200,0.14760899543762207
201,0.15744900703430176
202,0.14760899543762207
203,0.1417039930820465
204,0.13383199274539948
205,0.1377680003643036
206,0.123990997672081
207,0.123990997672081
208,0.14760899543762207
209,0.12989600002765656
210,0.11218299716711044
211,0.11808700114488602
212,0.13383199274539948
213,0.12989600002765656
214,0.14249199628829956
215,0.15508699417114258
216,0.17122599482536316
217,0.1600079983472824
218,0.16729000210762024
219,0.1674869954586029
220,0.1686670035123825
221,0.1692579984664917
222,0.1692579984664917
223,0.17516200244426727
224,0.1830350011587143
225,0.1830350011587143
226,0.17712999880313873
227,0.17909899353981018
228,0.17712999880313873
229,0.17712999880313873
230,0.1692579984664917
231,0.1716189980506897
232,0.1617790013551712
233,0.19838599860668182
234,0.1836249977350235
235,0.17516200244426727
236,0.176146000623703
237,0.17929600179195404
238,0.18500299751758575
239,0.176146000623703
240,0.17988499999046326
241,0.1848060041666031
242,0.19189099967479706
243,0.18205100297927856
244,0.17634299397468567
245,0.17988499999046326
246,0.1692579984664917
247,0.16138599812984467
248,0.1692579984664917
249,0.1692579984664917
250,0.1692579984664917
251,0.1692579984664917
252,0.15941700339317322
253,0.15941700339317322
254,0.16433799266815186
255,0.1641409993171692
256,0.16532200574874878
257,0.176146000623703
258,0.17968900501728058
259,0.18697099387645721
260,0.18952900171279907
261,0.1830350011587143
262,0.17516200244426727
263,0.16138599812984467
264,0.15056100487709045
265,0.1261560022830963
266,0.1405230015516281
267,0.1485919952392578
268,0.13914500176906586
269,0.1279270052909851
270,0.12595899403095245
271,0.1377680003643036
272,0.14564000070095062
273,0.16335299611091614
274,0.16138599812984467
275,0.16335299611091614
276,0.16532200574874878
277,0.16532200574874878
278,0.15567800402641296
279,0.16335299611091614
280,0.17634299397468567
281,0.19602400064468384
282,0.17712999880313873
283,0.1692579984664917
284,0.17122599482536316
285,0.17909899353981018
286,0.17909899353981018
287,0.17516200244426727
288,0.16729000210762024
289,0.1692579984664917
290,0.17122599482536316
291,0.18027999997138977
292,0.18106700479984283
293,0.17358799278736115
294,0.16532200574874878
295,0.16532200574874878
296,0.16335299611091614
297,0.16532200574874878
298,0.15351299941539764
299,0.13973599672317505
300,0.14367200434207916
301,0.14760899543762207
302,0.14268800616264343
303,0.13973599672317505
304,0.13678400218486786
305,0.13186399638652802
306,0.13186399638652802
307,0.13383199274539948
308,0.14957700669765472
309,0.14091700315475464
310,0.13796499371528625
311,0.11395400017499924
312,0.11867699772119522
313,0.13009299337863922
314,0.12438499927520752
315,0.12202300131320953
316,0.11257600039243698
317,0.1261560022830963
318,0.12202300131320953
319,0.11218299716711044
320,0.1141510009765625
321,0.110214002430439
322,0.09840600192546844
323,0.09840600192546844
324,0.10234200209379196
325,0.10234200209379196
326,0.10234200209379196
327,0.10234200209379196
328,0.09761899709701538
